epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.4629768133163452,0.4412583112716675,0.30959612131118774,0.3623398244380951
1,0.0010000000474974513,0.3314620852470398,0.38234758377075195,0.25839564204216003,0.33324599266052246
2,0.0010000000474974513,0.3008241057395935,0.36795559525489807,0.22921904921531677,0.31876206398010254
3,0.0010000000474974513,0.2794526219367981,0.3578202426433563,0.21466444432735443,0.3113096058368683
4,0.0010000000474974513,0.26796919107437134,0.3519555330276489,0.2004496157169342,0.3022903501987457
5,0.0010000000474974513,0.25565600395202637,0.3460903465747833,0.1848619282245636,0.29606080055236816
6,0.0010000000474974513,0.2411237359046936,0.33914947509765625,0.19074419140815735,0.30013272166252136
7,0.0010000000474974513,0.2412353903055191,0.3393397927284241,0.17560778558254242,0.28870636224746704
8,0.0010000000474974513,0.2313559204339981,0.333771675825119,0.17852090299129486,0.2903343439102173
9,0.0010000000474974513,0.22838687896728516,0.3319009244441986,0.17304176092147827,0.2861080467700958
10,0.0010000000474974513,0.22456543147563934,0.32959315180778503,0.1718239188194275,0.2851419448852539
11,0.0010000000474974513,0.2223833203315735,0.32816338539123535,0.17710937559604645,0.2904869616031647
12,0.0010000000474974513,0.22252309322357178,0.32811447978019714,0.16996830701828003,0.2836664915084839
13,0.0010000000474974513,0.22217430174350739,0.3275771141052246,0.1710551381111145,0.2854611873626709
14,0.0010000000474974513,0.22063346207141876,0.3278544247150421,0.16308243572711945,0.2784593105316162
15,0.0010000000474974513,0.2150418609380722,0.3237309157848358,0.15989451110363007,0.2753336727619171
16,0.0010000000474974513,0.2119155079126358,0.32138776779174805,0.15844863653182983,0.274930864572525
17,0.0010000000474974513,0.21046124398708344,0.32031795382499695,0.16915710270404816,0.2785755693912506
18,0.0010000000474974513,0.2086952179670334,0.31901201605796814,0.1569935381412506,0.27309727668762207
19,0.0010000000474974513,0.20724670588970184,0.3180299997329712,0.15692450106143951,0.2719675302505493
20,0.0010000000474974513,0.20643804967403412,0.3174149990081787,0.15888889133930206,0.2740618586540222
21,0.0010000000474974513,0.20683757960796356,0.31740662455558777,0.15395797789096832,0.2702042758464813
22,0.0010000000474974513,0.20666122436523438,0.3173029124736786,0.15585318207740784,0.2716878056526184
23,0.0010000000474974513,0.203030526638031,0.3151284158229828,0.1516915261745453,0.2680465579032898
24,0.0010000000474974513,0.20113152265548706,0.31379467248916626,0.15270398557186127,0.2697126269340515
25,0.0010000000474974513,0.20037847757339478,0.3132123351097107,0.14948910474777222,0.26623472571372986
26,0.0010000000474974513,0.1992897391319275,0.3124377727508545,0.15270763635635376,0.26897355914115906
27,0.0010000000474974513,0.20211400091648102,0.31413498520851135,0.1500188708305359,0.2679964601993561
28,0.0010000000474974513,0.19862256944179535,0.31197136640548706,0.1522093564271927,0.26911091804504395
29,0.0010000000474974513,0.19828689098358154,0.31172922253608704,0.1511090099811554,0.2683873176574707
30,0.0010000000474974513,0.1978314369916916,0.3112220764160156,0.15019376575946808,0.2670804560184479
