epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,7.286672592163086,0.4720637798309326,9.993578910827637,0.46684521436691284
1,0.0010000000474974513,4.779413223266602,0.472657173871994,9.407073974609375,0.45417919754981995
2,0.0010000000474974513,4.298552989959717,0.4833853542804718,12.074782371520996,0.4842444062232971
3,0.0010000000474974513,3.900597333908081,0.47208482027053833,10.785514831542969,0.4780850410461426
4,0.0010000000474974513,3.617563486099243,0.465849369764328,9.59996509552002,0.4514108896255493
5,0.0010000000474974513,3.3774373531341553,0.44998377561569214,9.594594955444336,0.4356793761253357
6,0.0005000000237487257,2.71297025680542,0.4228588342666626,10.378662109375,0.42423906922340393
7,0.0005000000237487257,2.8367302417755127,0.42196279764175415,9.269157409667969,0.40424978733062744
8,0.0005000000237487257,2.6567776203155518,0.41421186923980713,9.813434600830078,0.39450603723526
9,0.0005000000237487257,2.538386106491089,0.4077904522418976,9.515586853027344,0.38918325304985046
10,0.0005000000237487257,2.654949188232422,0.40425464510917664,9.387161254882812,0.3948279619216919
11,0.0005000000237487257,2.5750961303710938,0.4020686149597168,10.150979042053223,0.41389548778533936
12,0.0002500000118743628,1.9194843769073486,0.38700181245803833,9.48488712310791,0.36776959896087646
13,0.0002500000118743628,1.809178352355957,0.38186201453208923,9.06577205657959,0.35715213418006897
14,0.0002500000118743628,1.8749386072158813,0.37850630283355713,8.702615737915039,0.35619381070137024
15,0.0002500000118743628,1.8808350563049316,0.37693679332733154,8.528929710388184,0.3550419807434082
16,0.0002500000118743628,1.7132881879806519,0.37450337409973145,9.302313804626465,0.35577166080474854
17,0.0002500000118743628,1.7257380485534668,0.3703567385673523,10.013747215270996,0.35029906034469604
18,0.0002500000118743628,1.7102893590927124,0.3701831102371216,9.79552936553955,0.3456457555294037
19,0.0002500000118743628,1.7814326286315918,0.36918485164642334,9.40861701965332,0.3453042507171631
