epoch,category_output_accuracy,category_output_auc,category_output_loss,diagnosis_output_accuracy,diagnosis_output_loss,learning_rate,loss,val_category_output_accuracy,val_category_output_auc,val_category_output_loss,val_diagnosis_output_accuracy,val_diagnosis_output_loss,val_loss
25,0.7091610431671143,0.8947865962982178,0.5862926840782166,0.6213889122009277,0.879629373550415,0.0005000000237487257,0.79161536693573,0.712191641330719,0.8972597122192383,0.5784093141555786,0.6254550218582153,0.868079423904419,0.7811734080314636
26,0.7090821266174316,0.8948284983634949,0.5861000418663025,0.6212117671966553,0.8795093894004822,0.0005000000237487257,0.7914751172065735,0.7117850184440613,0.8970792293548584,0.5787118673324585,0.6255099773406982,0.8682311177253723,0.7813706398010254
27,0.7092049717903137,0.8948396444320679,0.5860849618911743,0.621227502822876,0.879429280757904,0.0005000000237487257,0.7914131283760071,0.7119250297546387,0.8971144556999207,0.5786668658256531,0.6254850029945374,0.8684309720993042,0.7814966440200806
28,0.709324300289154,0.8949214816093445,0.5858434438705444,0.6214560866355896,0.8791664838790894,0.0005000000237487257,0.791155993938446,0.7123200297355652,0.8973683714866638,0.5780653357505798,0.6258100271224976,0.8675095438957214,0.7806719541549683
29,0.7091167569160461,0.8948812484741211,0.5859983563423157,0.6213335990905762,0.879334032535553,0.0005000000237487257,0.7913233637809753,0.7116366624832153,0.8970641493797302,0.5787950754165649,0.6248049736022949,0.868679404258728,0.7817099690437317
30,0.7092393040657043,0.8949177861213684,0.5858212113380432,0.6215396523475647,0.879220187664032,0.0005000000237487257,0.7911854386329651,0.7125300168991089,0.8974779844284058,0.5775994062423706,0.6261450052261353,0.8670143485069275,0.7801857590675354
31,0.7093642950057983,0.8949955105781555,0.5856257677078247,0.6214214563369751,0.8788900971412659,0.0005000000237487257,0.7909005284309387,0.7123433351516724,0.8974467515945435,0.5778214931488037,0.62555330991745,0.8674310445785522,0.780543327331543
32,0.709144651889801,0.8949841856956482,0.5857031941413879,0.6215900182723999,0.878923773765564,0.0005000000237487257,0.7909418940544128,0.7123399972915649,0.8974310755729675,0.5778319239616394,0.6256666779518127,0.867544412612915,0.780626118183136
33,0.7093364000320435,0.8950062990188599,0.5855972170829773,0.62139892578125,0.8788977861404419,0.0005000000237487257,0.7908953428268433,0.7121033072471619,0.8972999453544617,0.5782572031021118,0.6254116892814636,0.8679959774017334,0.7810695767402649
34,0.7094749808311462,0.8950707316398621,0.5854759812355042,0.6217621564865112,0.8787259459495544,0.0005000000237487257,0.7907389402389526,0.7124350070953369,0.8974635004997253,0.5778248906135559,0.6261683106422424,0.8673563003540039,0.7804924249649048
35,0.709653913974762,0.8951429724693298,0.5852838754653931,0.6218171715736389,0.8784694671630859,0.0005000000237487257,0.7904994487762451,0.7125800251960754,0.8975254893302917,0.5776250958442688,0.6263066530227661,0.8670963048934937,0.7802498936653137
36,0.7098314166069031,0.895348310470581,0.5845211744308472,0.6218896508216858,0.877539873123169,0.0002500000118743628,0.7896221280097961,0.7124450206756592,0.8975064754486084,0.5775634050369263,0.6259216666221619,0.8669632077217102,0.7801383137702942
37,0.7098960876464844,0.8954549431800842,0.5842685103416443,0.6220239400863647,0.8773360848426819,0.0002500000118743628,0.7894035577774048,0.712701678276062,0.897682785987854,0.5769628882408142,0.6259466409683228,0.8663257956504822,0.7795124650001526
38,0.7098946571350098,0.8954413533210754,0.5842676758766174,0.6222796440124512,0.8772910833358765,0.0002500000118743628,0.7893718481063843,0.7124733328819275,0.8974514007568359,0.5775997638702393,0.6260449886322021,0.8670046925544739,0.7801781296730042
39,0.7099085450172424,0.895429253578186,0.5842950940132141,0.6221417784690857,0.877264678478241,0.0002500000118743628,0.7893613576889038,0.712785005569458,0.8977318406105042,0.576848030090332,0.6255633234977722,0.8662606477737427,0.7794322967529297
40,0.7099778652191162,0.895464301109314,0.584230899810791,0.6221728324890137,0.8772016167640686,0.0002500000118743628,0.789299726486206,0.7122283577919006,0.8973764181137085,0.5777138471603394,0.6257316470146179,0.8672423362731934,0.7803792953491211
41,0.7100381851196289,0.8954545259475708,0.5842277407646179,0.6222289204597473,0.8771276473999023,0.0002500000118743628,0.7892444729804993,0.7127100229263306,0.8976913690567017,0.5768684148788452,0.6260833144187927,0.8662965297698975,0.779463529586792
42,0.7099689245223999,0.8954601883888245,0.5841554999351501,0.6222135424613953,0.8770349621772766,0.0002500000118743628,0.7891566753387451,0.7126100063323975,0.8975861668586731,0.5772009491920471,0.6260200142860413,0.8666839003562927,0.7798344492912292
43,0.7101731896400452,0.8956072926521301,0.5837680697441101,0.6223285794258118,0.8766118884086609,0.0001250000059371814,0.7887454628944397,0.7121850252151489,0.897605299949646,0.577211856842041,0.625896692276001,0.8666835427284241,0.7798377871513367
44,0.7102649807929993,0.8956894278526306,0.5835242867469788,0.6224707365036011,0.8763500452041626,0.0001250000059371814,0.7884897589683533,0.7126299738883972,0.8976858258247375,0.5768797397613525,0.625980019569397,0.8662717938423157,0.779448926448822
45,0.7101664543151855,0.895667552947998,0.5835704207420349,0.622416079044342,0.8764652013778687,0.0001250000059371814,0.7885836362838745,0.7127083539962769,0.8976773619651794,0.5768440961837769,0.6259350180625916,0.8663194179534912,0.779471755027771
46,0.7102825045585632,0.8956925868988037,0.5834622979164124,0.6223285794258118,0.8762509822845459,0.0001250000059371814,0.7884020805358887,0.7125816941261292,0.8976704478263855,0.5769404768943787,0.6259483098983765,0.8663538098335266,0.779525101184845
47,0.710233211517334,0.8956708312034607,0.5835358500480652,0.6223785877227783,0.8763521909713745,0.0001250000059371814,0.7884973883628845,0.7127216458320618,0.8976653218269348,0.5769312381744385,0.626093327999115,0.8662728667259216,0.779465913772583
48,0.710349977016449,0.8957259058952332,0.5833311080932617,0.6225231885910034,0.8760014772415161,6.25000029685907e-05,0.7881858944892883,0.7127216458320618,0.8977851271629333,0.5766493082046509,0.6261483430862427,0.8660589456558228,0.77923184633255
49,0.7104125022888184,0.8957701921463013,0.583263099193573,0.6225385665893555,0.8760292530059814,6.25000029685907e-05,0.7881889939308167,0.7124916911125183,0.8977351784706116,0.5767269134521484,0.6260600090026855,0.866073727607727,0.7792650461196899
50,0.7103886008262634,0.8957975506782532,0.5831912755966187,0.6226721405982971,0.8758768439292908,6.25000029685907e-05,0.7880579233169556,0.7122933268547058,0.8977539539337158,0.576670229434967,0.6261016726493835,0.8660759329795837,0.7792491316795349
51,0.7105132341384888,0.89581298828125,0.5831639170646667,0.6226425170898438,0.8758742809295654,6.25000029685907e-05,0.7880483269691467,0.7124383449554443,0.8977133631706238,0.5767369866371155,0.6260666847229004,0.866159975528717,0.7793282270431519
52,0.7104285955429077,0.8958144783973694,0.5831504464149475,0.6226810812950134,0.8757821321487427,6.25000029685907e-05,0.7879807353019714,0.7127199769020081,0.8977882266044617,0.5766417384147644,0.6261366605758667,0.8659943342208862,0.779184103012085
53,0.7103271484375,0.8957854509353638,0.583183765411377,0.6225932240486145,0.8758467435836792,6.25000029685907e-05,0.7880393862724304,0.7126116752624512,0.8977659344673157,0.5766549110412598,0.6261150240898132,0.8660300970077515,0.7792128920555115
54,0.7105799913406372,0.8958230018615723,0.5831000804901123,0.622769296169281,0.8757784962654114,3.125000148429535e-05,0.7879617810249329,0.7124999761581421,0.8977664113044739,0.5766149759292603,0.626123309135437,0.8659971356391907,0.7791777849197388
55,0.7105867862701416,0.8958437442779541,0.5830541849136353,0.6226149797439575,0.8756569027900696,3.125000148429535e-05,0.7878647446632385,0.7125583291053772,0.8977203369140625,0.5766875147819519,0.6260499954223633,0.8660968542098999,0.7792688608169556
56,0.7105817794799805,0.895850419998169,0.5829981565475464,0.622713565826416,0.8755789995193481,3.125000148429535e-05,0.7877941131591797,0.7126566767692566,0.8977640867233276,0.5766116380691528,0.626075029373169,0.8660243153572083,0.7791958451271057
57,0.7104406952857971,0.8958572149276733,0.5829956531524658,0.6228903532028198,0.8755700588226318,3.125000148429535e-05,0.7877869606018066,0.7126666903495789,0.8977576494216919,0.5766080617904663,0.6261366605758667,0.8660176992416382,0.7791900634765625
58,0.7104835510253906,0.8958466053009033,0.5830060243606567,0.6227753758430481,0.8756828904151917,3.125000148429535e-05,0.7878698110580444,0.7122600078582764,0.897804856300354,0.5765104293823242,0.6261699795722961,0.8658739924430847,0.7790597081184387
59,0.7104024887084961,0.8958261609077454,0.5829956531524658,0.6224682331085205,0.8755884170532227,3.125000148429535e-05,0.7878010869026184,0.7126383185386658,0.8977683782577515,0.5765523910522461,0.6261199712753296,0.8659256100654602,0.7791089415550232
60,0.71071857213974,0.8958682417869568,0.5829938650131226,0.6228107213973999,0.8756496906280518,3.125000148429535e-05,0.787841260433197,0.7127816677093506,0.8977500796318054,0.5766119956970215,0.6261500120162964,0.8659911751747131,0.7791726589202881
61,0.7105260491371155,0.8958967328071594,0.5829082131385803,0.622893214225769,0.8756149411201477,3.125000148429535e-05,0.7877883315086365,0.7126100063323975,0.8977929949760437,0.5766059160232544,0.6261566877365112,0.8659924864768982,0.779172420501709
62,0.7104325294494629,0.8958357572555542,0.5830191373825073,0.6227510571479797,0.8757213354110718,3.125000148429535e-05,0.7879001498222351,0.7125083208084106,0.8977881669998169,0.5765683650970459,0.6261333227157593,0.8659654855728149,0.779141902923584
63,0.7105914354324341,0.8958538174629211,0.5829439163208008,0.6224763989448547,0.875594437122345,3.125000148429535e-05,0.7877869606018066,0.7126033306121826,0.8977903723716736,0.5765421390533447,0.6261033415794373,0.8659276962280273,0.779107391834259
64,0.7105731964111328,0.8958663940429688,0.5829377174377441,0.6227046251296997,0.8755981922149658,1.5625000742147677e-05,0.7877897024154663,0.7124666571617126,0.897807776927948,0.5765779614448547,0.6260783076286316,0.8659890294075012,0.7791604399681091
65,0.7105432152748108,0.895843505859375,0.5829948782920837,0.6226796507835388,0.8756193518638611,1.5625000742147677e-05,0.7878195643424988,0.7125266790390015,0.8977999091148376,0.5765848755836487,0.6260866522789001,0.8659639358520508,0.7791455984115601
66,0.7106382250785828,0.895869255065918,0.5829057693481445,0.6227250099182129,0.8755549788475037,1.5625000742147677e-05,0.7877482175827026,0.7123799920082092,0.8978073000907898,0.5765472054481506,0.6261166930198669,0.8659377098083496,0.7791158556938171
67,0.7105742692947388,0.8959306478500366,0.5828060507774353,0.622876763343811,0.8754510283470154,1.5625000742147677e-05,0.7876448035240173,0.7123083472251892,0.8977915644645691,0.5765842199325562,0.6260983347892761,0.8659870624542236,0.7791621088981628
68,0.7105778455734253,0.8958653807640076,0.582935094833374,0.6225475072860718,0.8755828738212585,1.5625000742147677e-05,0.7877780199050903,0.712565004825592,0.8978162407875061,0.5765094757080078,0.6261316537857056,0.865912139415741,0.7790866494178772
